index,Date,Amount,Department
40,2015-05,28455706.74,Dept of Administrative Svcs
41,2015-06,51826722.89,Dept of Administrative Svcs
42,2015-07,61846382.14,Dept of Administrative Svcs
43,2015-08,34139903.01,Dept of Administrative Svcs
44,2015-09,36553173.81,Dept of Administrative Svcs
45,2015-10,53577660.67,Dept of Administrative Svcs
46,2015-11,32059230.810000002,Dept of Administrative Svcs
47,2015-12,61535651.7,Dept of Administrative Svcs
48,2016-01,42424788.06,Dept of Administrative Svcs
49,2016-02,35865934.73,Dept of Administrative Svcs
50,2016-03,37946105.8,Dept of Administrative Svcs
51,2016-04,60946912.19,Dept of Administrative Svcs
52,2016-05,46647610.81,Dept of Administrative Svcs
53,2016-06,48130987.32,Dept of Administrative Svcs
54,2016-07,90157271.85,Dept of Administrative Svcs
55,2016-08,128776745.16,Dept of Administrative Svcs
56,2016-09,67036901.75,Dept of Administrative Svcs
57,2016-10,91588392.98,Dept of Administrative Svcs
58,2016-11,49095392.04,Dept of Administrative Svcs
59,2016-12,220474207.75,Dept of Administrative Svcs
60,2017-01,64108808.019999996,Dept of Administrative Svcs
61,2017-02,79683032.67,Dept of Administrative Svcs
62,2017-03,58178413.11,Dept of Administrative Svcs
63,2017-04,198989537.51999998,Dept of Administrative Svcs
64,2017-05,52957577.17,Dept of Administrative Svcs
65,2017-06,52296881.11,Dept of Administrative Svcs
66,2017-07,58656401.25,Dept of Administrative Svcs
67,2017-08,61901614.59,Dept of Administrative Svcs
68,2017-09,60469663.93,Dept of Administrative Svcs
69,2017-10,58195523.62,Dept of Administrative Svcs
70,2017-11,50558157.97,Dept of Administrative Svcs
71,2017-12,85778063.24,Dept of Administrative Svcs
72,2018-01,35292014.12,Dept of Administrative Svcs
73,2018-02,42793511.23,Dept of Administrative Svcs
74,2018-03,18965094.18,Dept of Administrative Svcs
75,2018-04,100712121.31,Dept of Administrative Svcs
76,2018-05,20736548.16,Dept of Administrative Svcs
77,2018-06,30699091.56,Dept of Administrative Svcs
78,2018-07,92867398.96000001,Dept of Administrative Svcs
79,2018-08,81274351.44,Dept of Administrative Svcs
80,2018-09,53668661.26,Dept of Administrative Svcs
81,2018-10,54228145.81,Dept of Administrative Svcs
82,2018-11,149406649.34,Dept of Administrative Svcs
83,2018-12,105287055.77,Dept of Administrative Svcs
84,2019-01,56366523.879999995,Dept of Administrative Svcs
85,2019-02,35578190.72,Dept of Administrative Svcs
86,2019-03,74550863.11,Dept of Administrative Svcs
87,2019-04,103951323.34,Dept of Administrative Svcs
88,2019-05,52869074.88,Dept of Administrative Svcs
89,2019-06,47102236.71,Dept of Administrative Svcs
90,2019-07,113666115.35,Dept of Administrative Svcs
91,2019-08,35645680.089999996,Dept of Administrative Svcs
92,2019-09,41868519.29,Dept of Administrative Svcs
93,2019-10,64987504.33,Dept of Administrative Svcs
94,2019-11,62176086.94,Dept of Administrative Svcs
95,2019-12,90251665.42,Dept of Administrative Svcs
96,2020-01,69035384.75,Dept of Administrative Svcs
97,2020-02,52896260.64,Dept of Administrative Svcs
98,2020-03,58807376.33,Dept of Administrative Svcs
99,2020-04,95142965.5,Dept of Administrative Svcs
100,2020-05,49285179.28,Dept of Administrative Svcs
101,2020-06,59341682.05,Dept of Administrative Svcs
102,2020-07,58457710.6,Dept of Administrative Svcs
103,2020-08,80552119.04,Dept of Administrative Svcs
104,2020-09,67457087.64,Dept of Administrative Svcs
105,2020-10,107859931.1,Dept of Administrative Svcs
106,2020-11,70643200.11,Dept of Administrative Svcs
107,2020-12,87864923.45,Dept of Administrative Svcs
108,2021-01,49778648.06,Dept of Administrative Svcs
109,2021-02,99450623.9,Dept of Administrative Svcs
110,2021-03,33443821.36,Dept of Administrative Svcs
111,2021-04,127359711.8,Dept of Administrative Svcs
112,2021-05,50990954.43,Dept of Administrative Svcs
113,2021-06,45967959.22,Dept of Administrative Svcs
114,2021-07,71933828.16,Dept of Administrative Svcs
115,2021-08,76511074.41,Dept of Administrative Svcs
116,2021-09,46976831.47,Dept of Administrative Svcs
117,2021-10,61535690.66,Dept of Administrative Svcs
118,2021-11,56246054.4,Dept of Administrative Svcs
119,2021-12,87789637.98,Dept of Administrative Svcs
120,2022-01,82766954.03,Dept of Administrative Svcs
121,2022-02,25960811.42,Dept of Administrative Svcs
122,2022-03,27187969.87,Dept of Administrative Svcs
123,2022-04,105455620.38,Dept of Administrative Svcs
124,2022-05,27598166.33,Dept of Administrative Svcs
125,2022-06,23069033.740000002,Dept of Administrative Svcs
126,2022-07,110068757.88,Dept of Administrative Svcs
127,2022-08,54650379.26,Dept of Administrative Svcs
128,2022-09,54135698.57,Dept of Administrative Svcs
129,2022-10,84278000.17,Dept of Administrative Svcs
130,2022-11,31876309.54,Dept of Administrative Svcs
131,2022-12,98684917.86,Dept of Administrative Svcs
132,2023-01,98501210.2,Dept of Administrative Svcs
133,2023-02,49095513.24,Dept of Administrative Svcs
134,2023-03,47925757.32,Dept of Administrative Svcs
135,2023-04,83147041.99,Dept of Administrative Svcs
136,2023-05,58295014.27,Dept of Administrative Svcs
137,2023-06,24541251.32,Dept of Administrative Svcs
138,2023-07,102827561.47,Dept of Administrative Svcs
139,2023-08,41655972.22,Dept of Administrative Svcs
140,2023-09,56755203.24,Dept of Administrative Svcs
141,2023-10,36489057.81,Dept of Administrative Svcs
142,2023-11,48722873.6,Dept of Administrative Svcs
143,2023-12,61420784.23,Dept of Administrative Svcs
144,2024-01,75265693.7,Dept of Administrative Svcs
145,2024-02,15527284.66,Dept of Administrative Svcs
146,2024-03,50626571.45,Dept of Administrative Svcs
147,2024-04,73931438.01,Dept of Administrative Svcs
148,2024-05,32098754.13,Dept of Administrative Svcs
149,2024-06,33602339.85,Dept of Administrative Svcs
150,2024-07,81506425.54,Dept of Administrative Svcs
151,2024-08,34286266.75,Dept of Administrative Svcs
152,2024-09,50798550.63,Dept of Administrative Svcs
153,2024-10,62138912.57,Dept of Administrative Svcs
154,2024-11,32827246.65,Dept of Administrative Svcs
155,2024-12,60010721.92,Dept of Administrative Svcs
156,2025-01,72410581.88,Dept of Administrative Svcs
157,2025-02,30346177.43,Dept of Administrative Svcs
158,2025-03,49027907.17,Dept of Administrative Svcs
159,2025-04,68090865.6,Dept of Administrative Svcs
160,2025-05,35878275.48,Dept of Administrative Svcs
161,2025-06,40606308.45,Dept of Administrative Svcs
162,2025-07,73870741.14,Dept of Administrative Svcs
163,2025-08,32345467.39,Dept of Administrative Svcs
164,2025-09,50294666.9,Dept of Administrative Svcs
165,2025-10,56257627.37,Dept of Administrative Svcs
166,2025-11,34407444.2,Dept of Administrative Svcs
167,2025-12,52156191.54,Dept of Administrative Svcs
0,2012-01,3731566.59,Dept of Emrg Svc & Public Prot
1,2012-02,3416786.7,Dept of Emrg Svc & Public Prot
2,2012-03,14925209.16,Dept of Emrg Svc & Public Prot
3,2012-04,5680733.64,Dept of Emrg Svc & Public Prot
4,2012-05,7729835.84,Dept of Emrg Svc & Public Prot
5,2012-06,6388312.07,Dept of Emrg Svc & Public Prot
6,2012-07,13197212.47,Dept of Emrg Svc & Public Prot
7,2012-08,8142679.600000001,Dept of Emrg Svc & Public Prot
8,2012-09,15790347.05,Dept of Emrg Svc & Public Prot
9,2012-10,15604523.58,Dept of Emrg Svc & Public Prot
10,2012-11,9752855.44,Dept of Emrg Svc & Public Prot
11,2012-12,19849215.75,Dept of Emrg Svc & Public Prot
12,2013-01,13565538.409999998,Dept of Emrg Svc & Public Prot
13,2013-02,19066883.91,Dept of Emrg Svc & Public Prot
14,2013-03,23459845.97,Dept of Emrg Svc & Public Prot
15,2013-04,19985336.13,Dept of Emrg Svc & Public Prot
16,2013-05,43286114.96,Dept of Emrg Svc & Public Prot
17,2013-06,22803462.65,Dept of Emrg Svc & Public Prot
18,2013-07,14300308.67,Dept of Emrg Svc & Public Prot
19,2013-08,8000116.8,Dept of Emrg Svc & Public Prot
20,2013-09,7754151.3100000005,Dept of Emrg Svc & Public Prot
21,2013-10,6287663.05,Dept of Emrg Svc & Public Prot
22,2013-11,11217092.68,Dept of Emrg Svc & Public Prot
23,2013-12,21654041.14,Dept of Emrg Svc & Public Prot
24,2014-01,9811723.61,Dept of Emrg Svc & Public Prot
25,2014-02,9959695.43,Dept of Emrg Svc & Public Prot
26,2014-03,10343133.64,Dept of Emrg Svc & Public Prot
27,2014-04,15915999.23,Dept of Emrg Svc & Public Prot
28,2014-05,13076793.29,Dept of Emrg Svc & Public Prot
29,2014-06,10029274.18,Dept of Emrg Svc & Public Prot
30,2014-07,14092043.77,Dept of Emrg Svc & Public Prot
31,2014-08,9621428.1,Dept of Emrg Svc & Public Prot
32,2014-09,13085935.32,Dept of Emrg Svc & Public Prot
33,2014-10,13734793.56,Dept of Emrg Svc & Public Prot
34,2014-11,7586490.87,Dept of Emrg Svc & Public Prot
35,2014-12,13237405.31,Dept of Emrg Svc & Public Prot
36,2015-01,9042820.25,Dept of Emrg Svc & Public Prot
37,2015-02,7052445.64,Dept of Emrg Svc & Public Prot
38,2015-03,6516210.42,Dept of Emrg Svc & Public Prot
39,2015-04,10869014.22,Dept of Emrg Svc & Public Prot
40,2015-05,10685630.12,Dept of Emrg Svc & Public Prot
41,2015-06,9916458.96,Dept of Emrg Svc & Public Prot
42,2015-07,10738704.92,Dept of Emrg Svc & Public Prot
43,2015-08,7120173.02,Dept of Emrg Svc & Public Prot
44,2015-09,14112815.13,Dept of Emrg Svc & Public Prot
45,2015-10,8539846.200000001,Dept of Emrg Svc & Public Prot
46,2015-11,6291878.59,Dept of Emrg Svc & Public Prot
47,2015-12,7696370.22,Dept of Emrg Svc & Public Prot
48,2016-01,7898434.64,Dept of Emrg Svc & Public Prot
49,2016-02,10537143.08,Dept of Emrg Svc & Public Prot
50,2016-03,15937271.81,Dept of Emrg Svc & Public Prot
51,2016-04,8909044.41,Dept of Emrg Svc & Public Prot
52,2016-05,9356067.47,Dept of Emrg Svc & Public Prot
53,2016-06,11449747.22,Dept of Emrg Svc & Public Prot
54,2016-07,12803114.93,Dept of Emrg Svc & Public Prot
55,2016-08,9794611.75,Dept of Emrg Svc & Public Prot
56,2016-09,27211261.09,Dept of Emrg Svc & Public Prot
57,2016-10,7678361.72,Dept of Emrg Svc & Public Prot
58,2016-11,5940503.3,Dept of Emrg Svc & Public Prot
59,2016-12,15120627.94,Dept of Emrg Svc & Public Prot
60,2017-01,2629613.02,Dept of Emrg Svc & Public Prot
61,2017-02,7158179.73,Dept of Emrg Svc & Public Prot
62,2017-03,14226490.9,Dept of Emrg Svc & Public Prot
63,2017-04,6070970.6,Dept of Emrg Svc & Public Prot
64,2017-05,8183728.4,Dept of Emrg Svc & Public Prot
65,2017-06,10300305.540000001,Dept of Emrg Svc & Public Prot
66,2017-07,17121872.79,Dept of Emrg Svc & Public Prot
67,2017-08,7727329.34,Dept of Emrg Svc & Public Prot
68,2017-09,12079469.67,Dept of Emrg Svc & Public Prot
69,2017-10,8450914.77,Dept of Emrg Svc & Public Prot
70,2017-11,8573422.05,Dept of Emrg Svc & Public Prot
71,2017-12,10506695.16,Dept of Emrg Svc & Public Prot
72,2018-01,2757918.9,Dept of Emrg Svc & Public Prot
73,2018-02,12382438.49,Dept of Emrg Svc & Public Prot
74,2018-03,7539107.06,Dept of Emrg Svc & Public Prot
75,2018-04,9330949.77,Dept of Emrg Svc & Public Prot
76,2018-05,9218411.16,Dept of Emrg Svc & Public Prot
77,2018-06,9060361.83,Dept of Emrg Svc & Public Prot
78,2018-07,7877097.99,Dept of Emrg Svc & Public Prot
79,2018-08,5771547.69,Dept of Emrg Svc & Public Prot
80,2018-09,9461708.0,Dept of Emrg Svc & Public Prot
81,2018-10,8472011.23,Dept of Emrg Svc & Public Prot
82,2018-11,6432958.95,Dept of Emrg Svc & Public Prot
83,2018-12,13197253.28,Dept of Emrg Svc & Public Prot
84,2019-01,4102602.8400000003,Dept of Emrg Svc & Public Prot
85,2019-02,11658710.13,Dept of Emrg Svc & Public Prot
86,2019-03,12792572.76,Dept of Emrg Svc & Public Prot
87,2019-04,9264013.93,Dept of Emrg Svc & Public Prot
88,2019-05,8625120.98,Dept of Emrg Svc & Public Prot
89,2019-06,14688904.14,Dept of Emrg Svc & Public Prot
90,2019-07,7391931.66,Dept of Emrg Svc & Public Prot
91,2019-08,6832828.1,Dept of Emrg Svc & Public Prot
92,2019-09,10393447.66,Dept of Emrg Svc & Public Prot
93,2019-10,7686529.84,Dept of Emrg Svc & Public Prot
94,2019-11,15020765.79,Dept of Emrg Svc & Public Prot
95,2019-12,12688489.13,Dept of Emrg Svc & Public Prot
96,2020-01,4264530.25,Dept of Emrg Svc & Public Prot
97,2020-02,9004858.59,Dept of Emrg Svc & Public Prot
98,2020-03,13401793.1,Dept of Emrg Svc & Public Prot
99,2020-04,9805222.74,Dept of Emrg Svc & Public Prot
100,2020-05,13503649.02,Dept of Emrg Svc & Public Prot
101,2020-06,9353187.44,Dept of Emrg Svc & Public Prot
102,2020-07,13050998.5,Dept of Emrg Svc & Public Prot
103,2020-08,5262516.06,Dept of Emrg Svc & Public Prot
104,2020-09,8429231.97,Dept of Emrg Svc & Public Prot
105,2020-10,11887703.54,Dept of Emrg Svc & Public Prot
106,2020-11,8923576.09,Dept of Emrg Svc & Public Prot
107,2020-12,17954318.26,Dept of Emrg Svc & Public Prot
108,2021-01,4753847.16,Dept of Emrg Svc & Public Prot
109,2021-02,5732409.48,Dept of Emrg Svc & Public Prot
110,2021-03,12592719.7,Dept of Emrg Svc & Public Prot
111,2021-04,7952918.38,Dept of Emrg Svc & Public Prot
112,2021-05,7631354.88,Dept of Emrg Svc & Public Prot
113,2021-06,19031640.28,Dept of Emrg Svc & Public Prot
114,2021-07,18286207.47,Dept of Emrg Svc & Public Prot
115,2021-08,9639638.64,Dept of Emrg Svc & Public Prot
116,2021-09,12928386.459999999,Dept of Emrg Svc & Public Prot
117,2021-10,8104381.28,Dept of Emrg Svc & Public Prot
118,2021-11,14522973.44,Dept of Emrg Svc & Public Prot
119,2021-12,63499585.29,Dept of Emrg Svc & Public Prot
120,2022-01,18127146.82,Dept of Emrg Svc & Public Prot
121,2022-02,21669824.09,Dept of Emrg Svc & Public Prot
122,2022-03,51837102.980000004,Dept of Emrg Svc & Public Prot
123,2022-04,50631792.35,Dept of Emrg Svc & Public Prot
124,2022-05,79969130.23,Dept of Emrg Svc & Public Prot
125,2022-06,17479139.16,Dept of Emrg Svc & Public Prot
126,2022-07,10535668.21,Dept of Emrg Svc & Public Prot
127,2022-08,31000949.93,Dept of Emrg Svc & Public Prot
128,2022-09,26459916.169999998,Dept of Emrg Svc & Public Prot
129,2022-10,32225130.14,Dept of Emrg Svc & Public Prot
130,2022-11,41132228.38,Dept of Emrg Svc & Public Prot
131,2022-12,88025412.21000001,Dept of Emrg Svc & Public Prot
132,2023-01,3943839.03,Dept of Emrg Svc & Public Prot
133,2023-02,56009969.63,Dept of Emrg Svc & Public Prot
134,2023-03,23207358.89,Dept of Emrg Svc & Public Prot
135,2023-04,19027548.66,Dept of Emrg Svc & Public Prot
136,2023-05,12576927.03,Dept of Emrg Svc & Public Prot
137,2023-06,59639076.940000005,Dept of Emrg Svc & Public Prot
138,2023-07,60057787.75,Dept of Emrg Svc & Public Prot
139,2023-08,16692311.23,Dept of Emrg Svc & Public Prot
140,2023-09,35755752.81,Dept of Emrg Svc & Public Prot
141,2023-10,6591557.43,Dept of Emrg Svc & Public Prot
142,2023-11,44804476.62,Dept of Emrg Svc & Public Prot
143,2023-12,59641301.33,Dept of Emrg Svc & Public Prot
144,2024-01,45596516.28,Dept of Emrg Svc & Public Prot
145,2024-02,35594249.16,Dept of Emrg Svc & Public Prot
146,2024-03,40625163.13,Dept of Emrg Svc & Public Prot
147,2024-04,46531823.91,Dept of Emrg Svc & Public Prot
148,2024-05,47873057.43,Dept of Emrg Svc & Public Prot
149,2024-06,41689291.01,Dept of Emrg Svc & Public Prot
150,2024-07,27403115.4,Dept of Emrg Svc & Public Prot
151,2024-08,40646458.98,Dept of Emrg Svc & Public Prot
152,2024-09,30377173.23,Dept of Emrg Svc & Public Prot
153,2024-10,34951709.22,Dept of Emrg Svc & Public Prot
154,2024-11,39199080.79,Dept of Emrg Svc & Public Prot
155,2024-12,56010578.49,Dept of Emrg Svc & Public Prot
156,2025-01,27751387.55,Dept of Emrg Svc & Public Prot
157,2025-02,40834955.31,Dept of Emrg Svc & Public Prot
158,2025-03,33518724.28,Dept of Emrg Svc & Public Prot
159,2025-04,26206652.9,Dept of Emrg Svc & Public Prot
160,2025-05,27986998.47,Dept of Emrg Svc & Public Prot
161,2025-06,42545827.59,Dept of Emrg Svc & Public Prot
162,2025-07,43186372.15,Dept of Emrg Svc & Public Prot
163,2025-08,27182976.29,Dept of Emrg Svc & Public Prot
164,2025-09,31995984.57,Dept of Emrg Svc & Public Prot
165,2025-10,23072715.77,Dept of Emrg Svc & Public Prot
166,2025-11,34786382.25,Dept of Emrg Svc & Public Prot
167,2025-12,43826269.68,Dept of Emrg Svc & Public Prot
0,2012-01,23578363.39,Dept of Energy & Environ Prot.
1,2012-02,17127041.74,Dept of Energy & Environ Prot.
2,2012-03,18714543.01,Dept of Energy & Environ Prot.
3,2012-04,20725715.1,Dept of Energy & Environ Prot.
4,2012-05,12024995.75,Dept of Energy & Environ Prot.
5,2012-06,22069457.33,Dept of Energy & Environ Prot.
6,2012-07,18899122.43,Dept of Energy & Environ Prot.
7,2012-08,16646385.26,Dept of Energy & Environ Prot.
8,2012-09,14229356.34,Dept of Energy & Environ Prot.
9,2012-10,24096814.16,Dept of Energy & Environ Prot.
10,2012-11,13107380.45,Dept of Energy & Environ Prot.
11,2012-12,18218892.06,Dept of Energy & Environ Prot.
12,2013-01,24094824.87,Dept of Energy & Environ Prot.
13,2013-02,29093754.67,Dept of Energy & Environ Prot.
14,2013-03,13427489.35,Dept of Energy & Environ Prot.
15,2013-04,17064972.95,Dept of Energy & Environ Prot.
16,2013-05,25516983.86,Dept of Energy & Environ Prot.
17,2013-06,13972186.24,Dept of Energy & Environ Prot.
18,2013-07,12374901.28,Dept of Energy & Environ Prot.
19,2013-08,14693984.14,Dept of Energy & Environ Prot.
20,2013-09,9484955.76,Dept of Energy & Environ Prot.
21,2013-10,18276008.74,Dept of Energy & Environ Prot.
22,2013-11,34276165.79,Dept of Energy & Environ Prot.
23,2013-12,46504921.03,Dept of Energy & Environ Prot.
24,2014-01,14408077.42,Dept of Energy & Environ Prot.
25,2014-02,21259954.15,Dept of Energy & Environ Prot.
26,2014-03,16710915.18,Dept of Energy & Environ Prot.
27,2014-04,27590550.5,Dept of Energy & Environ Prot.
28,2014-05,34096725.73,Dept of Energy & Environ Prot.
29,2014-06,16842148.96,Dept of Energy & Environ Prot.
30,2014-07,11578240.1,Dept of Energy & Environ Prot.
31,2014-08,28071996.47,Dept of Energy & Environ Prot.
32,2014-09,17783460.62,Dept of Energy & Environ Prot.
33,2014-10,12867200.83,Dept of Energy & Environ Prot.
34,2014-11,21692913.15,Dept of Energy & Environ Prot.
35,2014-12,23869881.3,Dept of Energy & Environ Prot.
36,2015-01,12912853.12,Dept of Energy & Environ Prot.
37,2015-02,26436014.15,Dept of Energy & Environ Prot.
38,2015-03,39049916.47,Dept of Energy & Environ Prot.
39,2015-04,26679304.04,Dept of Energy & Environ Prot.
40,2015-05,18717799.93,Dept of Energy & Environ Prot.
41,2015-06,20940370.9,Dept of Energy & Environ Prot.
42,2015-07,15075796.66,Dept of Energy & Environ Prot.
43,2015-08,15678712.88,Dept of Energy & Environ Prot.
44,2015-09,20694283.349999998,Dept of Energy & Environ Prot.
45,2015-10,29578631.02,Dept of Energy & Environ Prot.
46,2015-11,14452615.54,Dept of Energy & Environ Prot.
47,2015-12,30318019.41,Dept of Energy & Environ Prot.
48,2016-01,45697523.44,Dept of Energy & Environ Prot.
49,2016-02,37995122.14,Dept of Energy & Environ Prot.
50,2016-03,15759405.02,Dept of Energy & Environ Prot.
51,2016-04,22883152.96,Dept of Energy & Environ Prot.
52,2016-05,23744680.96,Dept of Energy & Environ Prot.
53,2016-06,26061743.44,Dept of Energy & Environ Prot.
54,2016-07,12806100.34,Dept of Energy & Environ Prot.
55,2016-08,16621216.71,Dept of Energy & Environ Prot.
56,2016-09,20713804.07,Dept of Energy & Environ Prot.
57,2016-10,33187332.27,Dept of Energy & Environ Prot.
58,2016-11,10870429.99,Dept of Energy & Environ Prot.
59,2016-12,39257789.51,Dept of Energy & Environ Prot.
60,2017-01,26021827.58,Dept of Energy & Environ Prot.
61,2017-02,20713393.15,Dept of Energy & Environ Prot.
62,2017-03,24263156.11,Dept of Energy & Environ Prot.
63,2017-04,23245143.46,Dept of Energy & Environ Prot.
64,2017-05,38337089.61,Dept of Energy & Environ Prot.
65,2017-06,22344674.02,Dept of Energy & Environ Prot.
66,2017-07,23686973.41,Dept of Energy & Environ Prot.
67,2017-08,23718677.09,Dept of Energy & Environ Prot.
68,2017-09,22036049.56,Dept of Energy & Environ Prot.
69,2017-10,26333053.12,Dept of Energy & Environ Prot.
70,2017-11,15092880.83,Dept of Energy & Environ Prot.
71,2017-12,32791319.58,Dept of Energy & Environ Prot.
72,2018-01,9472130.01,Dept of Energy & Environ Prot.
73,2018-02,20583468.009999998,Dept of Energy & Environ Prot.
74,2018-03,37083625.269999996,Dept of Energy & Environ Prot.
75,2018-04,29720859.23,Dept of Energy & Environ Prot.
76,2018-05,37709863.339999996,Dept of Energy & Environ Prot.
77,2018-06,27419717.23,Dept of Energy & Environ Prot.
78,2018-07,15415063.12,Dept of Energy & Environ Prot.
79,2018-08,19432438.099999998,Dept of Energy & Environ Prot.
80,2018-09,14352156.34,Dept of Energy & Environ Prot.
81,2018-10,45335040.68,Dept of Energy & Environ Prot.
82,2018-11,23097425.06,Dept of Energy & Environ Prot.
83,2018-12,21270483.71,Dept of Energy & Environ Prot.
84,2019-01,33327162.29,Dept of Energy & Environ Prot.
85,2019-02,31271053.13,Dept of Energy & Environ Prot.
86,2019-03,33159891.34,Dept of Energy & Environ Prot.
87,2019-04,27606254.22,Dept of Energy & Environ Prot.
88,2019-05,28231624.38,Dept of Energy & Environ Prot.
89,2019-06,30093823.38,Dept of Energy & Environ Prot.
90,2019-07,12880186.33,Dept of Energy & Environ Prot.
91,2019-08,27738895.64,Dept of Energy & Environ Prot.
92,2019-09,16973831.09,Dept of Energy & Environ Prot.
93,2019-10,16623218.3,Dept of Energy & Environ Prot.
94,2019-11,32979590.95,Dept of Energy & Environ Prot.
95,2019-12,28648097.32,Dept of Energy & Environ Prot.
96,2020-01,21212272.15,Dept of Energy & Environ Prot.
97,2020-02,34958795.43,Dept of Energy & Environ Prot.
98,2020-03,32634651.39,Dept of Energy & Environ Prot.
99,2020-04,20635734.64,Dept of Energy & Environ Prot.
100,2020-05,29788059.04,Dept of Energy & Environ Prot.
101,2020-06,22960149.67,Dept of Energy & Environ Prot.
102,2020-07,21462231.07,Dept of Energy & Environ Prot.
103,2020-08,36466499.55,Dept of Energy & Environ Prot.
104,2020-09,25573191.91,Dept of Energy & Environ Prot.
105,2020-10,18742247.52,Dept of Energy & Environ Prot.
106,2020-11,19463109.77,Dept of Energy & Environ Prot.
107,2020-12,35946142.42,Dept of Energy & Environ Prot.
108,2021-01,19344145.06,Dept of Energy & Environ Prot.
109,2021-02,30300227.06,Dept of Energy & Environ Prot.
110,2021-03,21639307.41,Dept of Energy & Environ Prot.
111,2021-04,24691946.57,Dept of Energy & Environ Prot.
112,2021-05,20249159.23,Dept of Energy & Environ Prot.
113,2021-06,16308447.07,Dept of Energy & Environ Prot.
114,2021-07,20270144.43,Dept of Energy & Environ Prot.
115,2021-08,25216696.25,Dept of Energy & Environ Prot.
116,2021-09,23234005.65,Dept of Energy & Environ Prot.
117,2021-10,24244603.66,Dept of Energy & Environ Prot.
118,2021-11,25114526.18,Dept of Energy & Environ Prot.
119,2021-12,21114463.32,Dept of Energy & Environ Prot.
120,2022-01,27912286.65,Dept of Energy & Environ Prot.
121,2022-02,24393636.83,Dept of Energy & Environ Prot.
122,2022-03,23836791.28,Dept of Energy & Environ Prot.
123,2022-04,16846797.32,Dept of Energy & Environ Prot.
124,2022-05,29899285.81,Dept of Energy & Environ Prot.
125,2022-06,19303783.01,Dept of Energy & Environ Prot.
126,2022-07,31481580.259999998,Dept of Energy & Environ Prot.
127,2022-08,32822684.5,Dept of Energy & Environ Prot.
128,2022-09,19197678.57,Dept of Energy & Environ Prot.
129,2022-10,25185846.63,Dept of Energy & Environ Prot.
130,2022-11,17133647.35,Dept of Energy & Environ Prot.
131,2022-12,16854342.87,Dept of Energy & Environ Prot.
132,2023-01,14359540.14,Dept of Energy & Environ Prot.
133,2023-02,25012315.21,Dept of Energy & Environ Prot.
134,2023-03,20776992.3,Dept of Energy & Environ Prot.
135,2023-04,23369772.07,Dept of Energy & Environ Prot.
136,2023-05,11995768.82,Dept of Energy & Environ Prot.
137,2023-06,16588219.98,Dept of Energy & Environ Prot.
138,2023-07,13453911.02,Dept of Energy & Environ Prot.
139,2023-08,31467697.84,Dept of Energy & Environ Prot.
140,2023-09,29072640.62,Dept of Energy & Environ Prot.
141,2023-10,23233649.55,Dept of Energy & Environ Prot.
142,2023-11,22215508.13,Dept of Energy & Environ Prot.
143,2023-12,24767295.18,Dept of Energy & Environ Prot.
144,2024-01,21622734.59,Dept of Energy & Environ Prot.
145,2024-02,23570670.88,Dept of Energy & Environ Prot.
146,2024-03,22828519.44,Dept of Energy & Environ Prot.
147,2024-04,23492871.54,Dept of Energy & Environ Prot.
148,2024-05,21161060.37,Dept of Energy & Environ Prot.
149,2024-06,22230622.51,Dept of Energy & Environ Prot.
150,2024-07,21368039.65,Dept of Energy & Environ Prot.
151,2024-08,24396187.44,Dept of Energy & Environ Prot.
152,2024-09,24379573.96,Dept of Energy & Environ Prot.
153,2024-10,23227757.85,Dept of Energy & Environ Prot.
154,2024-11,23292913.9,Dept of Energy & Environ Prot.
155,2024-12,23699834.22,Dept of Energy & Environ Prot.
156,2025-01,23283933.77,Dept of Energy & Environ Prot.
157,2025-02,23283933.77,Dept of Energy & Environ Prot.
158,2025-03,23283933.77,Dept of Energy & Environ Prot.
159,2025-04,23283933.77,Dept of Energy & Environ Prot.
160,2025-05,23283933.77,Dept of Energy & Environ Prot.
161,2025-06,23283933.77,Dept of Energy & Environ Prot.
162,2025-07,23283933.77,Dept of Energy & Environ Prot.
163,2025-08,23283933.77,Dept of Energy & Environ Prot.
164,2025-09,23283933.77,Dept of Energy & Environ Prot.
165,2025-10,23283933.77,Dept of Energy & Environ Prot.
166,2025-11,23283933.77,Dept of Energy & Environ Prot.
167,2025-12,23283933.77,Dept of Energy & Environ Prot.
0,2012-01,2454115.4,Dept. of Agriculture
1,2012-02,321554.12,Dept. of Agriculture
2,2012-03,332673.5,Dept. of Agriculture
3,2012-04,2560428.13,Dept. of Agriculture
4,2012-05,284160.83,Dept. of Agriculture
5,2012-06,1519150.8800000001,Dept. of Agriculture
6,2012-07,707426.01,Dept. of Agriculture
7,2012-08,4647349.5600000005,Dept. of Agriculture
8,2012-09,303322.96,Dept. of Agriculture
9,2012-10,259215.81,Dept. of Agriculture
10,2012-11,318353.71,Dept. of Agriculture
11,2012-12,2455392.02,Dept. of Agriculture
12,2013-01,196587.76,Dept. of Agriculture
13,2013-02,2021813.76,Dept. of Agriculture
14,2013-03,1130430.98,Dept. of Agriculture
15,2013-04,1645149.1800000002,Dept. of Agriculture
16,2013-05,342052.65,Dept. of Agriculture
17,2013-06,3645521.9299999997,Dept. of Agriculture
18,2013-07,2094103.5299999998,Dept. of Agriculture
19,2013-08,521966.01,Dept. of Agriculture
20,2013-09,1888619.88,Dept. of Agriculture
