index,Date,Amount,Department
38,2015-03,497794348.35,Dept. of Social Services
39,2015-04,1063678416.9300001,Dept. of Social Services
40,2015-05,427220074.85,Dept. of Social Services
41,2015-06,348512012.0,Dept. of Social Services
42,2015-07,994094480.63,Dept. of Social Services
43,2015-08,368077232.34,Dept. of Social Services
44,2015-09,373223528.62,Dept. of Social Services
45,2015-10,790316257.61,Dept. of Social Services
46,2015-11,422430425.23999995,Dept. of Social Services
47,2015-12,466742555.53,Dept. of Social Services
48,2016-01,898421345.3499999,Dept. of Social Services
49,2016-02,510957294.2,Dept. of Social Services
50,2016-03,423360130.21,Dept. of Social Services
51,2016-04,857835519.9599999,Dept. of Social Services
52,2016-05,721621361.22,Dept. of Social Services
53,2016-06,331452718.03000003,Dept. of Social Services
54,2016-07,614506414.76,Dept. of Social Services
55,2016-08,791449405.0799999,Dept. of Social Services
56,2016-09,365258488.33000004,Dept. of Social Services
57,2016-10,729133244.66,Dept. of Social Services
58,2016-11,401309788.61,Dept. of Social Services
59,2016-12,595602889.26,Dept. of Social Services
60,2017-01,1125596710.7,Dept. of Social Services
61,2017-02,382748533.51,Dept. of Social Services
62,2017-03,518433239.94,Dept. of Social Services
63,2017-04,1218051493.56,Dept. of Social Services
64,2017-05,373272756.84000003,Dept. of Social Services
65,2017-06,402672353.55,Dept. of Social Services
66,2017-07,632762214.76,Dept. of Social Services
67,2017-08,845716476.29,Dept. of Social Services
68,2017-09,480948720.85,Dept. of Social Services
69,2017-10,454951987.7,Dept. of Social Services
70,2017-11,926472722.9399999,Dept. of Social Services
71,2017-12,484330870.19,Dept. of Social Services
72,2018-01,662637632.95,Dept. of Social Services
73,2018-02,655501884.08,Dept. of Social Services
74,2018-03,386563004.7,Dept. of Social Services
75,2018-04,984429501.86,Dept. of Social Services
76,2018-05,498419487.79,Dept. of Social Services
77,2018-06,572771537.36,Dept. of Social Services
78,2018-07,733609936.33,Dept. of Social Services
79,2018-08,795875092.1,Dept. of Social Services
80,2018-09,608492996.47,Dept. of Social Services
81,2018-10,741397353.36,Dept. of Social Services
82,2018-11,650362283.4,Dept. of Social Services
83,2018-12,839820693.8000001,Dept. of Social Services
84,2019-01,921651114.2,Dept. of Social Services
85,2019-02,894733161.29,Dept. of Social Services
86,2019-03,353890223.28999996,Dept. of Social Services
87,2019-04,1257117198.8799999,Dept. of Social Services
88,2019-05,458640219.76,Dept. of Social Services
89,2019-06,498576100.24,Dept. of Social Services
90,2019-07,1277242230.05,Dept. of Social Services
91,2019-08,505713354.95000005,Dept. of Social Services
92,2019-09,537849377.53,Dept. of Social Services
93,2019-10,1049889185.26,Dept. of Social Services
94,2019-11,549060096.22,Dept. of Social Services
95,2019-12,407444574.95,Dept. of Social Services
96,2020-01,776148037.1999999,Dept. of Social Services
97,2020-02,695753688.47,Dept. of Social Services
98,2020-03,535888783.47999996,Dept. of Social Services
99,2020-04,1272849688.27,Dept. of Social Services
100,2020-05,543898919.0,Dept. of Social Services
101,2020-06,498863411.01,Dept. of Social Services
102,2020-07,1354652979.82,Dept. of Social Services
103,2020-08,442530276.62,Dept. of Social Services
104,2020-09,664550925.3,Dept. of Social Services
105,2020-10,639085193.16,Dept. of Social Services
106,2020-11,743548922.1700001,Dept. of Social Services
107,2020-12,441831791.02,Dept. of Social Services
108,2021-01,1056251757.25,Dept. of Social Services
109,2021-02,94866650.02,Dept. of Social Services
110,2021-03,739062721.57,Dept. of Social Services
111,2021-04,1634613550.6399999,Dept. of Social Services
112,2021-05,495502005.29,Dept. of Social Services
113,2021-06,399409924.58,Dept. of Social Services
114,2021-07,1177344893.6,Dept. of Social Services
115,2021-08,137446118.56,Dept. of Social Services
116,2021-09,978071498.47,Dept. of Social Services
117,2021-10,907923478.23,Dept. of Social Services
118,2021-11,435478092.73,Dept. of Social Services
119,2021-12,933231134.15,Dept. of Social Services
120,2022-01,390713329.57,Dept. of Social Services
121,2022-02,976755874.9499999,Dept. of Social Services
122,2022-03,550425115.99,Dept. of Social Services
123,2022-04,904586756.58,Dept. of Social Services
124,2022-05,387472330.33,Dept. of Social Services
125,2022-06,1003493927.69,Dept. of Social Services
126,2022-07,773988370.01,Dept. of Social Services
127,2022-08,696076645.1800001,Dept. of Social Services
128,2022-09,991070993.81,Dept. of Social Services
129,2022-10,610314175.61,Dept. of Social Services
130,2022-11,1111197129.77,Dept. of Social Services
131,2022-12,511396135.32,Dept. of Social Services
132,2023-01,820549037.6500001,Dept. of Social Services
133,2023-02,908610238.47,Dept. of Social Services
134,2023-03,521317740.71,Dept. of Social Services
135,2023-04,1352829404.5900002,Dept. of Social Services
136,2023-05,668187703.66,Dept. of Social Services
137,2023-06,620741121.0500001,Dept. of Social Services
138,2023-07,1217900294.39,Dept. of Social Services
139,2023-08,507308496.62,Dept. of Social Services
140,2023-09,902068271.5300001,Dept. of Social Services
141,2023-10,1244677423.99,Dept. of Social Services
142,2023-11,443530787.89,Dept. of Social Services
143,2023-12,824167879.02,Dept. of Social Services
144,2024-01,836541064.8,Dept. of Social Services
145,2024-02,704064785.48,Dept. of Social Services
146,2024-03,743065744.1,Dept. of Social Services
147,2024-04,938887161.94,Dept. of Social Services
148,2024-05,509137048.33,Dept. of Social Services
149,2024-06,877079429.0,Dept. of Social Services
150,2024-07,819038326.78,Dept. of Social Services
151,2024-08,620093717.19,Dept. of Social Services
152,2024-09,882495389.4,Dept. of Social Services
153,2024-10,744878549.06,Dept. of Social Services
154,2024-11,758794986.68,Dept. of Social Services
155,2024-12,698795144.51,Dept. of Social Services
156,2025-01,728921281.73,Dept. of Social Services
157,2025-02,756234403.4,Dept. of Social Services
158,2025-03,664613200.35,Dept. of Social Services
159,2025-04,907450866.49,Dept. of Social Services
160,2025-05,654643887.89,Dept. of Social Services
161,2025-06,703636404.92,Dept. of Social Services
162,2025-07,851380166.03,Dept. of Social Services
163,2025-08,625409717.03,Dept. of Social Services
164,2025-09,780393806.92,Dept. of Social Services
165,2025-10,850760200.28,Dept. of Social Services
166,2025-11,628114785.82,Dept. of Social Services
167,2025-12,721762770.39,Dept. of Social Services
0,2012-01,82695707.28,Dept. of Transportation
1,2012-02,119050738.43,Dept. of Transportation
2,2012-03,150327167.65,Dept. of Transportation
3,2012-04,128523031.97,Dept. of Transportation
4,2012-05,152866403.32,Dept. of Transportation
5,2012-06,145194282.93,Dept. of Transportation
6,2012-07,117050483.37,Dept. of Transportation
7,2012-08,132193945.66,Dept. of Transportation
8,2012-09,151905777.74,Dept. of Transportation
9,2012-10,106058780.79,Dept. of Transportation
10,2012-11,128589478.68,Dept. of Transportation
11,2012-12,168226695.2,Dept. of Transportation
12,2013-01,100774658.61,Dept. of Transportation
13,2013-02,211146151.06,Dept. of Transportation
14,2013-03,117751173.3,Dept. of Transportation
15,2013-04,142181059.88,Dept. of Transportation
16,2013-05,164797656.02,Dept. of Transportation
17,2013-06,157039458.56,Dept. of Transportation
18,2013-07,147633968.59,Dept. of Transportation
19,2013-08,97438895.08,Dept. of Transportation
20,2013-09,116741788.47,Dept. of Transportation
21,2013-10,153175466.32,Dept. of Transportation
22,2013-11,134816877.51,Dept. of Transportation
23,2013-12,193126090.62,Dept. of Transportation
24,2014-01,120521146.42,Dept. of Transportation
25,2014-02,200244150.54,Dept. of Transportation
26,2014-03,158941219.92,Dept. of Transportation
27,2014-04,174430002.96,Dept. of Transportation
28,2014-05,133786652.64,Dept. of Transportation
29,2014-06,144175309.38,Dept. of Transportation
30,2014-07,130277907.2,Dept. of Transportation
31,2014-08,151593577.49,Dept. of Transportation
32,2014-09,131951912.59,Dept. of Transportation
33,2014-10,155297502.8,Dept. of Transportation
34,2014-11,143614948.72,Dept. of Transportation
35,2014-12,158474548.05,Dept. of Transportation
36,2015-01,152547349.19,Dept. of Transportation
37,2015-02,195296989.9,Dept. of Transportation
38,2015-03,168379178.43,Dept. of Transportation
39,2015-04,167538205.23,Dept. of Transportation
40,2015-05,122375233.25,Dept. of Transportation
41,2015-06,186718462.46,Dept. of Transportation
42,2015-07,157601305.66,Dept. of Transportation
43,2015-08,108844340.45,Dept. of Transportation
44,2015-09,121996739.16,Dept. of Transportation
45,2015-10,157001523.67,Dept. of Transportation
46,2015-11,117969613.02,Dept. of Transportation
47,2015-12,184806072.33,Dept. of Transportation
48,2016-01,137082952.93,Dept. of Transportation
49,2016-02,229265019.25,Dept. of Transportation
50,2016-03,175432549.67,Dept. of Transportation
51,2016-04,165339197.43,Dept. of Transportation
52,2016-05,183957953.26,Dept. of Transportation
53,2016-06,179327480.43,Dept. of Transportation
54,2016-07,145446558.12,Dept. of Transportation
55,2016-08,172121957.53,Dept. of Transportation
56,2016-09,174336143.75,Dept. of Transportation
57,2016-10,144735507.41,Dept. of Transportation
58,2016-11,152529661.65,Dept. of Transportation
59,2016-12,211610724.56,Dept. of Transportation
60,2017-01,141913974.21,Dept. of Transportation
61,2017-02,224469437.07999998,Dept. of Transportation
62,2017-03,198269624.94,Dept. of Transportation
63,2017-04,165559632.75,Dept. of Transportation
64,2017-05,179743186.93,Dept. of Transportation
65,2017-06,137960772.95,Dept. of Transportation
66,2017-07,132181669.66,Dept. of Transportation
67,2017-08,158018353.22,Dept. of Transportation
68,2017-09,176600984.12,Dept. of Transportation
69,2017-10,138825905.2,Dept. of Transportation
70,2017-11,145216390.25,Dept. of Transportation
71,2017-12,156732920.12,Dept. of Transportation
72,2018-01,142555499.86,Dept. of Transportation
73,2018-02,202953866.57,Dept. of Transportation
74,2018-03,164083029.53,Dept. of Transportation
75,2018-04,189052719.88,Dept. of Transportation
76,2018-05,179985891.55,Dept. of Transportation
77,2018-06,183580652.62,Dept. of Transportation
78,2018-07,158001089.41,Dept. of Transportation
79,2018-08,131491958.65,Dept. of Transportation
80,2018-09,127487387.67,Dept. of Transportation
81,2018-10,126527802.22,Dept. of Transportation
82,2018-11,149742023.18,Dept. of Transportation
83,2018-12,205686485.22,Dept. of Transportation
84,2019-01,140995506.73,Dept. of Transportation
85,2019-02,203634524.66,Dept. of Transportation
86,2019-03,164371251.49,Dept. of Transportation
87,2019-04,163034110.06,Dept. of Transportation
88,2019-05,174110829.44,Dept. of Transportation
89,2019-06,153045428.97,Dept. of Transportation
90,2019-07,145612933.37,Dept. of Transportation
91,2019-08,141153262.76,Dept. of Transportation
92,2019-09,125650999.59,Dept. of Transportation
93,2019-10,183196326.82,Dept. of Transportation
94,2019-11,152417565.84,Dept. of Transportation
95,2019-12,195237885.38,Dept. of Transportation
96,2020-01,152344123.39,Dept. of Transportation
97,2020-02,181037717.41,Dept. of Transportation
98,2020-03,178299247.54,Dept. of Transportation
99,2020-04,195014925.53,Dept. of Transportation
100,2020-05,158077401.96,Dept. of Transportation
101,2020-06,182913708.97,Dept. of Transportation
102,2020-07,155693388.7,Dept. of Transportation
103,2020-08,125377904.71,Dept. of Transportation
104,2020-09,144291468.43,Dept. of Transportation
105,2020-10,213110319.57,Dept. of Transportation
106,2020-11,132267400.59,Dept. of Transportation
107,2020-12,192293218.51,Dept. of Transportation
108,2021-01,228020227.76,Dept. of Transportation
109,2021-02,240164199.39000002,Dept. of Transportation
110,2021-03,176277551.11,Dept. of Transportation
111,2021-04,199513222.71,Dept. of Transportation
112,2021-05,186258013.15,Dept. of Transportation
113,2021-06,219001239.16,Dept. of Transportation
114,2021-07,211478157.68,Dept. of Transportation
115,2021-08,92039481.18,Dept. of Transportation
116,2021-09,201248515.77,Dept. of Transportation
117,2021-10,166990773.94,Dept. of Transportation
118,2021-11,137698351.46,Dept. of Transportation
119,2021-12,175533229.23,Dept. of Transportation
120,2022-01,197357678.81,Dept. of Transportation
121,2022-02,198447213.79,Dept. of Transportation
122,2022-03,170737134.41,Dept. of Transportation
123,2022-04,175594313.98,Dept. of Transportation
124,2022-05,142730936.83,Dept. of Transportation
125,2022-06,188373002.73,Dept. of Transportation
126,2022-07,179920650.61,Dept. of Transportation
127,2022-08,134365936.72,Dept. of Transportation
128,2022-09,149386575.66,Dept. of Transportation
129,2022-10,152841936.27,Dept. of Transportation
130,2022-11,164163566.57,Dept. of Transportation
131,2022-12,198285214.46,Dept. of Transportation
132,2023-01,165426125.17,Dept. of Transportation
133,2023-02,247791588.14000002,Dept. of Transportation
134,2023-03,225843660.32,Dept. of Transportation
135,2023-04,216041414.28,Dept. of Transportation
136,2023-05,195523813.26,Dept. of Transportation
137,2023-06,197795830.56,Dept. of Transportation
138,2023-07,216642445.27,Dept. of Transportation
139,2023-08,161178385.62,Dept. of Transportation
140,2023-09,183894132.55,Dept. of Transportation
141,2023-10,160543188.65,Dept. of Transportation
142,2023-11,245045911.28,Dept. of Transportation
143,2023-12,251631102.3,Dept. of Transportation
144,2024-01,190127654.44,Dept. of Transportation
145,2024-02,234567815.47,Dept. of Transportation
146,2024-03,211271236.37,Dept. of Transportation
147,2024-04,198867927.82,Dept. of Transportation
148,2024-05,183684844.14,Dept. of Transportation
149,2024-06,191301444.85,Dept. of Transportation
150,2024-07,191329542.3,Dept. of Transportation
151,2024-08,164313011.83,Dept. of Transportation
152,2024-09,171854966.62,Dept. of Transportation
153,2024-10,164962681.49,Dept. of Transportation
154,2024-11,195216470.42,Dept. of Transportation
155,2024-12,205188693.6,Dept. of Transportation
156,2025-01,174532174.77,Dept. of Transportation
157,2025-02,207110207.23,Dept. of Transportation
158,2025-03,192516144.62,Dept. of Transportation
159,2025-04,188109188.89,Dept. of Transportation
160,2025-05,176847824.56,Dept. of Transportation
161,2025-06,181925213.36,Dept. of Transportation
162,2025-07,183246912.17,Dept. of Transportation
163,2025-08,165487511.74,Dept. of Transportation
164,2025-09,170280656.1,Dept. of Transportation
165,2025-10,165545588.05,Dept. of Transportation
166,2025-11,189600957.97,Dept. of Transportation
167,2025-12,196308589.03,Dept. of Transportation
0,2012-01,396917.12,Dept. of Veterans' Affairs
1,2012-02,577867.83,Dept. of Veterans' Affairs
2,2012-03,866165.14,Dept. of Veterans' Affairs
3,2012-04,1009212.85,Dept. of Veterans' Affairs
4,2012-05,1090769.85,Dept. of Veterans' Affairs
5,2012-06,702472.17,Dept. of Veterans' Affairs
6,2012-07,707858.73,Dept. of Veterans' Affairs
7,2012-08,674322.79,Dept. of Veterans' Affairs
8,2012-09,876162.9500000001,Dept. of Veterans' Affairs
9,2012-10,698287.38,Dept. of Veterans' Affairs
10,2012-11,1011840.3099999999,Dept. of Veterans' Affairs
11,2012-12,1732941.26,Dept. of Veterans' Affairs
12,2013-01,431881.83,Dept. of Veterans' Affairs
13,2013-02,628366.51,Dept. of Veterans' Affairs
14,2013-03,557140.62,Dept. of Veterans' Affairs
15,2013-04,730507.85,Dept. of Veterans' Affairs
16,2013-05,565912.14,Dept. of Veterans' Affairs
17,2013-06,493090.67,Dept. of Veterans' Affairs
18,2013-07,726035.91,Dept. of Veterans' Affairs
19,2013-08,469967.04,Dept. of Veterans' Affairs
20,2013-09,615666.86,Dept. of Veterans' Affairs
21,2013-10,634416.88,Dept. of Veterans' Affairs
22,2013-11,890820.68,Dept. of Veterans' Affairs
23,2013-12,600639.4299999999,Dept. of Veterans' Affairs
24,2014-01,499706.88,Dept. of Veterans' Affairs
25,2014-02,587884.11,Dept. of Veterans' Affairs
26,2014-03,464732.93,Dept. of Veterans' Affairs
27,2014-04,692576.63,Dept. of Veterans' Affairs
28,2014-05,533480.91,Dept. of Veterans' Affairs
29,2014-06,502073.01,Dept. of Veterans' Affairs
30,2014-07,767672.24,Dept. of Veterans' Affairs
31,2014-08,541926.64,Dept. of Veterans' Affairs
32,2014-09,656272.13,Dept. of Veterans' Affairs
33,2014-10,627627.81,Dept. of Veterans' Affairs
34,2014-11,720741.89,Dept. of Veterans' Affairs
35,2014-12,724377.57,Dept. of Veterans' Affairs
36,2015-01,911975.42,Dept. of Veterans' Affairs
37,2015-02,520667.35,Dept. of Veterans' Affairs
38,2015-03,688059.86,Dept. of Veterans' Affairs
39,2015-04,908381.4,Dept. of Veterans' Affairs
40,2015-05,472077.09,Dept. of Veterans' Affairs
41,2015-06,638804.61,Dept. of Veterans' Affairs
42,2015-07,987512.04,Dept. of Veterans' Affairs
43,2015-08,665896.98,Dept. of Veterans' Affairs
44,2015-09,453199.16,Dept. of Veterans' Affairs
45,2015-10,895058.27,Dept. of Veterans' Affairs
46,2015-11,721590.99,Dept. of Veterans' Affairs
47,2015-12,691957.64,Dept. of Veterans' Affairs
48,2016-01,772746.91,Dept. of Veterans' Affairs
49,2016-02,608226.15,Dept. of Veterans' Affairs
50,2016-03,992166.2300000001,Dept. of Veterans' Affairs
51,2016-04,841374.95,Dept. of Veterans' Affairs
52,2016-05,855694.15,Dept. of Veterans' Affairs
53,2016-06,1002460.1799999999,Dept. of Veterans' Affairs
54,2016-07,1011956.86,Dept. of Veterans' Affairs
55,2016-08,833587.35,Dept. of Veterans' Affairs
56,2016-09,1129844.37,Dept. of Veterans' Affairs
57,2016-10,649331.01,Dept. of Veterans' Affairs
58,2016-11,608560.07,Dept. of Veterans' Affairs
59,2016-12,1131721.44,Dept. of Veterans' Affairs
60,2017-01,705377.07,Dept. of Veterans' Affairs
61,2017-02,533057.82,Dept. of Veterans' Affairs
62,2017-03,457398.76,Dept. of Veterans' Affairs
63,2017-04,815735.11,Dept. of Veterans' Affairs
64,2017-05,503781.44,Dept. of Veterans' Affairs
65,2017-06,1183955.31,Dept. of Veterans' Affairs
66,2017-07,893877.74,Dept. of Veterans' Affairs
67,2017-08,1131022.91,Dept. of Veterans' Affairs
68,2017-09,708150.37,Dept. of Veterans' Affairs
69,2017-10,644647.23,Dept. of Veterans' Affairs
70,2017-11,581826.52,Dept. of Veterans' Affairs
71,2017-12,752064.31,Dept. of Veterans' Affairs
72,2018-01,730140.68,Dept. of Veterans' Affairs
73,2018-02,777393.0399999999,Dept. of Veterans' Affairs
74,2018-03,633343.0,Dept. of Veterans' Affairs
75,2018-04,658078.64,Dept. of Veterans' Affairs
76,2018-05,584193.64,Dept. of Veterans' Affairs
77,2018-06,522524.86,Dept. of Veterans' Affairs
78,2018-07,827695.62,Dept. of Veterans' Affairs
79,2018-08,551133.46,Dept. of Veterans' Affairs
80,2018-09,454477.45999999996,Dept. of Veterans' Affairs
81,2018-10,1132209.1,Dept. of Veterans' Affairs
82,2018-11,1183228.44,Dept. of Veterans' Affairs
83,2018-12,879847.61,Dept. of Veterans' Affairs
84,2019-01,751583.19,Dept. of Veterans' Affairs
85,2019-02,4252408.83,Dept. of Veterans' Affairs
86,2019-03,485778.36,Dept. of Veterans' Affairs
87,2019-04,796272.63,Dept. of Veterans' Affairs
88,2019-05,671616.93,Dept. of Veterans' Affairs
89,2019-06,1503303.8900000001,Dept. of Veterans' Affairs
90,2019-07,1343317.6300000001,Dept. of Veterans' Affairs
91,2019-08,478954.95,Dept. of Veterans' Affairs
92,2019-09,1028662.55,Dept. of Veterans' Affairs
93,2019-10,1594253.49,Dept. of Veterans' Affairs
94,2019-11,524490.13,Dept. of Veterans' Affairs
95,2019-12,990527.29,Dept. of Veterans' Affairs
96,2020-01,369130.59,Dept. of Veterans' Affairs
97,2020-02,1074979.68,Dept. of Veterans' Affairs
98,2020-03,1391961.71,Dept. of Veterans' Affairs
99,2020-04,1003217.17,Dept. of Veterans' Affairs
100,2020-05,474774.23,Dept. of Veterans' Affairs
101,2020-06,382488.36,Dept. of Veterans' Affairs
102,2020-07,756566.8,Dept. of Veterans' Affairs
103,2020-08,639428.43,Dept. of Veterans' Affairs
104,2020-09,857833.53,Dept. of Veterans' Affairs
105,2020-10,526031.82,Dept. of Veterans' Affairs
106,2020-11,444343.25,Dept. of Veterans' Affairs
107,2020-12,1713624.94,Dept. of Veterans' Affairs
108,2021-01,420298.85,Dept. of Veterans' Affairs
109,2021-02,452757.89,Dept. of Veterans' Affairs
110,2021-03,1390949.18,Dept. of Veterans' Affairs
111,2021-04,824191.65,Dept. of Veterans' Affairs
112,2021-05,498130.09,Dept. of Veterans' Affairs
113,2021-06,500046.35,Dept. of Veterans' Affairs
114,2021-07,986783.21,Dept. of Veterans' Affairs
115,2021-08,1021233.1,Dept. of Veterans' Affairs
116,2021-09,947194.43,Dept. of Veterans' Affairs
117,2021-10,747747.14,Dept. of Veterans' Affairs
118,2021-11,2167436.63,Dept. of Veterans' Affairs
119,2021-12,695385.13,Dept. of Veterans' Affairs
120,2022-01,603734.17,Dept. of Veterans' Affairs
121,2022-02,622105.22,Dept. of Veterans' Affairs
122,2022-03,578064.25,Dept. of Veterans' Affairs
123,2022-04,809757.79,Dept. of Veterans' Affairs
124,2022-05,716688.27,Dept. of Veterans' Affairs
125,2022-06,572134.4,Dept. of Veterans' Affairs
126,2022-07,901778.32,Dept. of Veterans' Affairs
127,2022-08,465944.55,Dept. of Veterans' Affairs
128,2022-09,772148.55,Dept. of Veterans' Affairs
129,2022-10,864670.38,Dept. of Veterans' Affairs
130,2022-11,622512.13,Dept. of Veterans' Affairs
131,2022-12,974341.5,Dept. of Veterans' Affairs
132,2023-01,680185.31,Dept. of Veterans' Affairs
133,2023-02,518167.16,Dept. of Veterans' Affairs
134,2023-03,644163.64,Dept. of Veterans' Affairs
135,2023-04,917402.93,Dept. of Veterans' Affairs
136,2023-05,660438.61,Dept. of Veterans' Affairs
137,2023-06,517947.06,Dept. of Veterans' Affairs
138,2023-07,1228570.1,Dept. of Veterans' Affairs
139,2023-08,371669.86,Dept. of Veterans' Affairs
140,2023-09,853682.22,Dept. of Veterans' Affairs
141,2023-10,785289.15,Dept. of Veterans' Affairs
142,2023-11,757037.55,Dept. of Veterans' Affairs
143,2023-12,815733.38,Dept. of Veterans' Affairs
144,2024-01,790334.85,Dept. of Veterans' Affairs
145,2024-02,790334.85,Dept. of Veterans' Affairs
146,2024-03,790334.85,Dept. of Veterans' Affairs
147,2024-04,790334.85,Dept. of Veterans' Affairs
148,2024-05,790334.85,Dept. of Veterans' Affairs
149,2024-06,790334.85,Dept. of Veterans' Affairs
150,2024-07,790334.85,Dept. of Veterans' Affairs
151,2024-08,790334.85,Dept. of Veterans' Affairs
152,2024-09,790334.85,Dept. of Veterans' Affairs
153,2024-10,790334.85,Dept. of Veterans' Affairs
154,2024-11,790334.85,Dept. of Veterans' Affairs
155,2024-12,790334.85,Dept. of Veterans' Affairs
156,2025-01,790334.85,Dept. of Veterans' Affairs
157,2025-02,790334.85,Dept. of Veterans' Affairs
158,2025-03,790334.85,Dept. of Veterans' Affairs
159,2025-04,790334.85,Dept. of Veterans' Affairs
160,2025-05,790334.85,Dept. of Veterans' Affairs
161,2025-06,790334.85,Dept. of Veterans' Affairs
162,2025-07,790334.85,Dept. of Veterans' Affairs
163,2025-08,790334.85,Dept. of Veterans' Affairs
164,2025-09,790334.85,Dept. of Veterans' Affairs
165,2025-10,790334.85,Dept. of Veterans' Affairs
166,2025-11,790334.85,Dept. of Veterans' Affairs
167,2025-12,790334.85,Dept. of Veterans' Affairs
0,2012-01,130131.09,Division of Criminal Justice
1,2012-02,267985.26,Division of Criminal Justice
2,2012-03,566619.14,Division of Criminal Justice
3,2012-04,342883.65,Division of Criminal Justice
4,2012-05,199492.27,Division of Criminal Justice
5,2012-06,316479.92,Division of Criminal Justice
6,2012-07,324722.71,Division of Criminal Justice
7,2012-08,632281.12,Division of Criminal Justice
8,2012-09,391258.45,Division of Criminal Justice
9,2012-10,326703.68,Division of Criminal Justice
10,2012-11,454142.11,Division of Criminal Justice
11,2012-12,337407.71,Division of Criminal Justice
12,2013-01,507967.39,Division of Criminal Justice
13,2013-02,380794.66,Division of Criminal Justice
14,2013-03,324649.68,Division of Criminal Justice
15,2013-04,320536.88,Division of Criminal Justice
16,2013-05,337398.14,Division of Criminal Justice
17,2013-06,496202.1,Division of Criminal Justice
18,2013-07,342399.06,Division of Criminal Justice
19,2013-08,526246.18,Division of Criminal Justice
20,2013-09,161452.22,Division of Criminal Justice
21,2013-10,416656.89,Division of Criminal Justice
22,2013-11,528490.38,Division of Criminal Justice
23,2013-12,446275.18,Division of Criminal Justice
24,2014-01,292331.32,Division of Criminal Justice
25,2014-02,444131.22000000003,Division of Criminal Justice
26,2014-03,423947.32,Division of Criminal Justice
27,2014-04,398809.28,Division of Criminal Justice
28,2014-05,707819.14,Division of Criminal Justice
29,2014-06,343856.06,Division of Criminal Justice
30,2014-07,285194.86,Division of Criminal Justice
31,2014-08,234604.77,Division of Criminal Justice
32,2014-09,571791.66,Division of Criminal Justice
33,2014-10,530829.58,Division of Criminal Justice
34,2014-11,240312.09,Division of Criminal Justice
35,2014-12,328919.19,Division of Criminal Justice
36,2015-01,554709.34,Division of Criminal Justice
37,2015-02,207677.47,Division of Criminal Justice
38,2015-03,318162.96,Division of Criminal Justice
39,2015-04,274233.0,Division of Criminal Justice
40,2015-05,272562.09,Division of Criminal Justice
41,2015-06,509414.48,Division of Criminal Justice
42,2015-07,244096.1,Division of Criminal Justice
43,2015-08,271984.6,Division of Criminal Justice
44,2015-09,439486.58999999997,Division of Criminal Justice
45,2015-10,348258.8,Division of Criminal Justice
46,2015-11,293040.57,Division of Criminal Justice
47,2015-12,383630.47000000003,Division of Criminal Justice
48,2016-01,766731.7,Division of Criminal Justice
49,2016-02,200591.68,Division of Criminal Justice
50,2016-03,257123.95,Division of Criminal Justice
51,2016-04,273957.65,Division of Criminal Justice
52,2016-05,239462.49,Division of Criminal Justice
53,2016-06,233139.41,Division of Criminal Justice
54,2016-07,262065.91,Division of Criminal Justice
55,2016-08,317419.27999999997,Division of Criminal Justice
56,2016-09,206978.31,Division of Criminal Justice
57,2016-10,563242.54,Division of Criminal Justice
58,2016-11,229710.34,Division of Criminal Justice
59,2016-12,420921.81,Division of Criminal Justice
60,2017-01,212119.57,Division of Criminal Justice
61,2017-02,180687.44,Division of Criminal Justice
62,2017-03,265720.53,Division of Criminal Justice
63,2017-04,190921.35,Division of Criminal Justice
64,2017-05,253635.49,Division of Criminal Justice
65,2017-06,282879.39,Division of Criminal Justice
66,2017-07,216676.13999999998,Division of Criminal Justice
67,2017-08,174095.75,Division of Criminal Justice
68,2017-09,192693.96,Division of Criminal Justice
69,2017-10,284507.28,Division of Criminal Justice
70,2017-11,332413.47,Division of Criminal Justice
71,2017-12,445872.68,Division of Criminal Justice
72,2018-01,518538.62000000005,Division of Criminal Justice
73,2018-02,270655.9,Division of Criminal Justice
74,2018-03,220953.99,Division of Criminal Justice
75,2018-04,395829.42,Division of Criminal Justice
76,2018-05,229127.6,Division of Criminal Justice
77,2018-06,173889.66,Division of Criminal Justice
78,2018-07,294928.7,Division of Criminal Justice
79,2018-08,476331.89,Division of Criminal Justice
80,2018-09,313250.57,Division of Criminal Justice
81,2018-10,811064.34,Division of Criminal Justice
82,2018-11,196068.53,Division of Criminal Justice
83,2018-12,341950.2,Division of Criminal Justice
84,2019-01,177548.52,Division of Criminal Justice
85,2019-02,259602.2,Division of Criminal Justice
86,2019-03,118658.8,Division of Criminal Justice
87,2019-04,296909.72000000003,Division of Criminal Justice
88,2019-05,281554.87,Division of Criminal Justice
89,2019-06,270901.23,Division of Criminal Justice
90,2019-07,239610.47,Division of Criminal Justice
91,2019-08,265157.54,Division of Criminal Justice
92,2019-09,430053.59,Division of Criminal Justice
93,2019-10,453081.72,Division of Criminal Justice
94,2019-11,322920.86,Division of Criminal Justice
95,2019-12,298989.41,Division of Criminal Justice
96,2020-01,300508.77,Division of Criminal Justice
97,2020-02,520481.81,Division of Criminal Justice
98,2020-03,182112.83,Division of Criminal Justice
99,2020-04,675989.13,Division of Criminal Justice
100,2020-05,607334.1,Division of Criminal Justice
101,2020-06,481487.88,Division of Criminal Justice
102,2020-07,540342.28,Division of Criminal Justice
103,2020-08,602937.18,Division of Criminal Justice
104,2020-09,255905.8,Division of Criminal Justice
105,2020-10,311720.36,Division of Criminal Justice
